T0001_001_0	長阿含經序夫宗極絕於稱謂賢聖以之沖默玄旨
T0001_001_7470	順觀十二因緣如實知如實見已即於座上成阿耨
T0001_001_7480	實見已即於座上成阿耨多羅三藐三菩提佛時頌
T0001_001_7490	多羅三藐三菩提佛時頌曰此言眾中說汝等當善
T0001_001_7500	曰此言眾中說汝等當善聽過去菩薩觀本所未聞
T0001_001_7510	聽過去菩薩觀本所未聞法老死從何緣因何等而
T0001_001_7520	法老死從何緣因何等而有如是正觀已知其本由
T0001_001_7530	有如是正觀已知其本由生生本由何緣因何事而
T0001_001_7540	生生本由何緣因何事而有如是思惟已知生從有
T0001_001_7550	有如是思惟已知生從有起取彼取彼已展轉更增
T0001_001_7560	起取彼取彼已展轉更增有是故如來說取是有因
T0001_001_7570	有是故如來說取是有因緣如眾穢惡聚風吹惡流
T0001_001_7580	緣如眾穢惡聚風吹惡流演如是取相因因愛而廣
T0001_001_7590	演如是取相因因愛而廣普愛由於受生起苦羅網
T0001_001_7600	普愛由於受生起苦羅網本以染著因緣苦樂共相
T0001_001_7610	本以染著因緣苦樂共相應受本由何緣因何而有
T0001_001_7620	應受本由何緣因何而有受以是思惟已知受由觸
T0001_001_7630	受以是思惟已知受由觸生觸本由何緣因何而有
T0001_001_7640	生觸本由何緣因何而有觸如是思惟已觸由六入
T0001_001_7650	觸如是思惟已觸由六入生六入本何緣因何有六
T0001_001_7660	生六入本何緣因何有六入如是思惟已六入名色
T0001_001_7670	入如是思惟已六入名色生名色本何緣因何有名
T0001_001_7680	生名色本何緣因何有名色如是思惟已名色從識
T0001_001_7690	色如是思惟已名色從識生識本由何緣因何而有
T0001_001_7700	生識本由何緣因何而有識如是思惟已知識從行
T0001_001_7710	識如是思惟已知識從行生行本由何緣因何而有
T0001_001_7720	生行本由何緣因何而有行如是思惟已知行從癡
T0001_001_7730	行如是思惟已知行從癡生如是因緣者名為實義
T0001_001_7740	生如是因緣者名為實義因智慧方便觀能見因緣
T0001_001_7750	因智慧方便觀能見因緣根苦非賢聖造亦非無緣
T0001_001_7760	根苦非賢聖造亦非無緣有是故變易苦智者所斷
T0001_001_7770	有是故變易苦智者所斷除若無明滅盡是時則無
T0001_001_7780	除若無明滅盡是時則無行若無有行者則亦無有
T0001_001_7790	行若無有行者則亦無有識若識永滅者亦無有名
T0001_001_7800	識若識永滅者亦無有名色名色既已滅即無有諸
T0001_001_7810	色名色既已滅即無有諸入若諸入永滅則亦無有
T0001_001_7820	入若諸入永滅則亦無有觸若觸永滅者則亦無有
T0001_001_7830	觸若觸永滅者則亦無有受若受永滅者則亦無有
T0001_001_7840	受若受永滅者則亦無有愛若愛永滅者則亦無有
T0001_001_7850	愛若愛永滅者則亦無有取若取永滅者則亦無有
T0001_001_7860	取若取永滅者則亦無有有若有永滅者則亦無有
T0001_001_7870	有若有永滅者則亦無有生若生永滅者無老病苦
T0001_001_7880	生若生永滅者無老病苦陰一切都永盡智者之所
T0001_001_7890	陰一切都永盡智者之所說十二緣甚深難見難識
T0001_001_7900	說十二緣甚深難見難識知唯佛能善覺因是有是
T0001_001_7910	知唯佛能善覺因是有是無若能自觀察則無有諸
T0001_001_7920	無若能自觀察則無有諸入深見因緣者更不外求
T0001_001_7930	入深見因緣者更不外求師能於陰界入離欲無染
T0001_001_7940	師能於陰界入離欲無染者堪受一切施淨報施者
T0001_001_7950	者堪受一切施淨報施者恩若得四辯才獲得決定
T0001_001_7960	恩若得四辯才獲得決定證能解眾結縛斷除無放
T0001_001_7970	證能解眾結縛斷除無放逸色受想行識猶如朽故
T0001_001_7980	逸色受想行識猶如朽故車能諦觀此法則成等正
T0001_001_7990	車能諦觀此法則成等正覺如鳥遊虛空東西隨風
T0001_001_8000	覺如鳥遊虛空東西隨風逝菩薩斷眾結如風靡輕
T0001_001_8010	逝菩薩斷眾結如風靡輕衣毗婆尸閑靜觀察於諸
T0001_001_8020	衣毗婆尸閑靜觀察於諸法老死何緣有從何而得
T0001_001_8030	法老死何緣有從何而得滅彼作是觀已生清淨智
T0001_001_8040	滅彼作是觀已生清淨智慧知老死由生生滅老死
T0001_001_8050	慧知老死由生生滅老死滅毗婆尸佛初成道時多
T0001_001_8060	滅毗婆尸佛初成道時多修二觀一曰安隱觀二曰
T0001_001_8070	修二觀一曰安隱觀二曰出離觀佛於是頌曰如來
T0001_001_8080	出離觀佛於是頌曰如來無等等多修於二觀安隱
T0001_001_8090	無等等多修於二觀安隱及出離仙人度彼岸其心
T0001_001_8100	及出離仙人度彼岸其心得自在斷除眾結使登山
T0001_001_8110	得自在斷除眾結使登山觀四方故號毘婆尸大智
T0001_001_8120	觀四方故號毘婆尸大智光除冥如以鏡自照為世
T0001_001_8130	光除冥如以鏡自照為世除憂惱盡生老死苦毗婆
T0001_001_8140	除憂惱盡生老死苦毗婆尸佛於閑靜處復作是念
T0001_001_8150	尸佛於閑靜處復作是念我今已得此無上法甚深
T0001_001_8160	我今已得此無上法甚深微妙難解難見息滅清淨
T0001_001_8170	微妙難解難見息滅清淨智者所知非是凡愚所能
T0001_001_8180	智者所知非是凡愚所能及也斯由眾生異忍異見
T0001_001_8190	及也斯由眾生異忍異見異受異學依彼異見各樂
T0001_001_8200	異受異學依彼異見各樂所求各務所習是故於此
T0001_001_8210	所求各務所習是故於此甚深因緣不能解了然愛
T0001_001_8220	甚深因緣不能解了然愛盡涅槃倍復難知我若為
T0001_001_8230	盡涅槃倍復難知我若為說彼必不解更生觸擾作
T0001_001_8240	說彼必不解更生觸擾作是念已即便默然不復說
T0001_001_8250	是念已即便默然不復說法時梵天王知毗婆尸如
T0001_001_8260	法時梵天王知毗婆尸如來所念即自思惟念此世
T0001_001_8270	來所念即自思惟念此世間便為敗壞甚可哀愍毗
T0001_001_8280	間便為敗壞甚可哀愍毗婆尸佛乃得知此深妙之
T0001_001_8290	婆尸佛乃得知此深妙之法而不欲說譬如力士屈
T0001_001_8300	法而不欲說譬如力士屈伸臂頃從梵天宮忽然來
T0001_001_8310	伸臂頃從梵天宮忽然來下立於佛前頭面禮足却
T0001_001_8320	下立於佛前頭面禮足却住一面時梵天王右膝著
T0001_001_8330	住一面時梵天王右膝著地叉手合掌白佛言唯願
T0001_001_8340	地叉手合掌白佛言唯願世尊以時說法今此眾生
T0001_001_8350	世尊以時說法今此眾生塵垢微薄諸根猛利有恭
T0001_001_8360	塵垢微薄諸根猛利有恭敬心易可開化畏怖後世
T0001_001_8370	敬心易可開化畏怖後世無救之罪能滅惡法出生
T0001_001_8380	無救之罪能滅惡法出生善道佛告梵王如是如是
T0001_001_8390	善道佛告梵王如是如是如汝所言但我於閑靜處
T0001_001_8400	如汝所言但我於閑靜處默自思念所得正法甚深
T0001_001_8410	默自思念所得正法甚深微妙若為彼說彼必不解
T0001_001_8420	微妙若為彼說彼必不解更生觸擾故我默然不欲
T0001_001_8430	更生觸擾故我默然不欲說法我從無數阿僧祇劫
T0001_001_8440	說法我從無數阿僧祇劫勤苦不懈修無上行今始
T0001_001_8450	勤苦不懈修無上行今始獲此難得之法若為婬怒
T0001_001_8460	獲此難得之法若為婬怒癡眾生說者必不承用徒
T0001_001_8470	癡眾生說者必不承用徒自勞疲此法微妙與世相
T0001_001_8480	自勞疲此法微妙與世相反眾生染欲愚冥所覆不
T0001_001_8490	反眾生染欲愚冥所覆不能信解梵王我觀如此是
T0001_001_8500	能信解梵王我觀如此是以默然不欲說法時梵天
T0001_001_8510	以默然不欲說法時梵天王復重勸請慇懃懇惻至
T0001_001_8520	王復重勸請慇懃懇惻至于再三世尊若不說法今
T0001_001_8530	于再三世尊若不說法今此世間便為壞敗甚可哀
T0001_001_8540	此世間便為壞敗甚可哀愍唯願世尊以時敷演勿
T0001_001_8550	愍唯願世尊以時敷演勿使眾生墜落餘趣爾時世
T0001_001_8560	使眾生墜落餘趣爾時世尊三聞梵王慇懃勸請即
T0001_001_8570	尊三聞梵王慇懃勸請即以佛眼觀視世界眾生垢
T0001_001_8580	以佛眼觀視世界眾生垢有厚薄根有利鈍教有難
T0001_001_8590	有厚薄根有利鈍教有難易易受教者畏後世罪能
T0001_001_8600	易易受教者畏後世罪能滅惡法出生善道譬如優
T0001_001_8610	滅惡法出生善道譬如優鉢羅花鉢頭摩華鳩勿頭
T0001_001_8620	鉢羅花鉢頭摩華鳩勿頭華分陀利華或有始出汙
T0001_001_8630	華分陀利華或有始出汙泥未至水者或有已出與
T0001_001_8640	泥未至水者或有已出與水平者或有出水未敷開
T0001_001_8650	水平者或有出水未敷開者然皆不為水所染著易
T0001_001_8660	者然皆不為水所染著易可開敷世界眾生亦復如
T0001_001_8670	可開敷世界眾生亦復如是爾時世尊告梵王曰吾
T0001_001_8680	是爾時世尊告梵王曰吾愍汝等今當開演甘露法
T0001_001_8690	愍汝等今當開演甘露法門是法深妙難可解知今
T0001_001_8700	門是法深妙難可解知今為信受樂聽者說不為觸
T0001_001_8710	為信受樂聽者說不為觸擾無益者說爾時梵王知
T0001_001_8720	擾無益者說爾時梵王知佛受請歡喜踊躍遶佛三
T0001_001_8730	佛受請歡喜踊躍遶佛三匝頭面禮足忽然不現其
T0001_001_8740	匝頭面禮足忽然不現其去未久是時如來靜默自
T0001_001_8750	去未久是時如來靜默自思我今先當為誰說法即
T0001_001_8760	思我今先當為誰說法即自念言當入槃頭城內先
T0001_001_8770	自念言當入槃頭城內先為王子提舍大臣子騫茶
T0001_001_8780	為王子提舍大臣子騫茶開甘露法門於是世尊如
T0001_001_8790	開甘露法門於是世尊如力士屈伸臂頃於道樹忽
T0001_001_8800	力士屈伸臂頃於道樹忽然不現至槃頭城槃頭王
T0001_001_8810	然不現至槃頭城槃頭王鹿野苑中敷座而坐佛於
T0001_001_8820	鹿野苑中敷座而坐佛於是頌曰如師子在林自恣
T0001_001_8830	是頌曰如師子在林自恣而遊行彼佛亦如是遊行
T0001_001_8840	而遊行彼佛亦如是遊行無罣礙毘婆尸佛告守苑
T0001_001_8850	無罣礙毘婆尸佛告守苑人曰汝可入城語王子提
T0001_001_8860	人曰汝可入城語王子提舍大臣子騫茶寧欲知不
T0001_001_8870	舍大臣子騫茶寧欲知不毘婆尸佛今在鹿野苑中
T0001_001_8880	毘婆尸佛今在鹿野苑中欲見卿等宜知是時時彼
T0001_001_8890	欲見卿等宜知是時時彼守苑人受教而行至彼二
T0001_001_8900	守苑人受教而行至彼二人所具宣佛教二人聞已
T0001_001_8910	人所具宣佛教二人聞已即至佛所頭面禮足却坐
T0001_001_8920	即至佛所頭面禮足却坐一面佛漸為說法示教利
T0001_001_8930	一面佛漸為說法示教利喜施論戒論生天之論欲
T0001_001_8940	喜施論戒論生天之論欲惡不淨上漏為患讚歎出
T0001_001_8950	惡不淨上漏為患讚歎出離為最微妙清淨第一爾
T0001_001_8960	離為最微妙清淨第一爾時世尊見此二人心意柔
T0001_001_8970	時世尊見此二人心意柔輭歡喜信樂堪受正法於
T0001_001_8980	輭歡喜信樂堪受正法於是即為說苦聖諦敷演開
T0001_001_8990	是即為說苦聖諦敷演開解分布宣釋苦集聖諦苦
T0001_001_9000	解分布宣釋苦集聖諦苦滅聖諦苦出要諦爾時王
T0001_001_9010	滅聖諦苦出要諦爾時王子提舍大臣子騫茶即於
T0001_001_9020	子提舍大臣子騫茶即於座上遠離塵垢得法眼淨
T0001_001_9030	座上遠離塵垢得法眼淨猶若素質易為受染是時
T0001_001_9040	猶若素質易為受染是時地神即唱斯言毗婆尸如
T0001_001_9050	地神即唱斯言毗婆尸如來於槃頭城鹿野苑中轉
T0001_001_9060	來於槃頭城鹿野苑中轉無上法輪沙門婆羅門諸
T0001_001_9070	無上法輪沙門婆羅門諸天魔梵及餘世人所不能
T0001_001_9080	天魔梵及餘世人所不能轉如是展轉聲徹四天王
T0001_001_9090	轉如是展轉聲徹四天王乃至他化自在天須臾之
T0001_001_9100	乃至他化自在天須臾之頃聲至梵天佛時頌曰歡
T0001_001_9110	頃聲至梵天佛時頌曰歡喜心踊躍稱讚於如來毘
T0001_001_9120	喜心踊躍稱讚於如來毘婆尸成佛轉無上法輪初
T0001_001_9130	婆尸成佛轉無上法輪初從樹王起往詣槃頭城為
T0001_001_9140	從樹王起往詣槃頭城為騫茶提舍轉四諦法輪時
T0001_001_9150	騫茶提舍轉四諦法輪時騫茶提舍受佛教化已於
T0001_001_9160	騫茶提舍受佛教化已於淨法輪中梵行無有上彼
T0001_001_9170	淨法輪中梵行無有上彼忉利天眾及以天帝釋歡
T0001_001_9180	忉利天眾及以天帝釋歡喜轉相告諸天無不聞佛
T0001_001_9190	喜轉相告諸天無不聞佛出於世間轉無上法輪增
T0001_001_9200	出於世間轉無上法輪增益諸天眾減損阿須倫昇
T0001_001_9210	益諸天眾減損阿須倫昇仙名普聞善智離世邊於
T0001_001_9220	仙名普聞善智離世邊於諸法自在智慧轉法輪觀
T0001_001_9230	諸法自在智慧轉法輪觀察平等法息心無垢穢以
T0001_001_9240	察平等法息心無垢穢以離生死扼智慧轉法輪滅
T0001_001_9250	離生死扼智慧轉法輪滅苦離諸惡出欲得自在離
T0001_001_9260	苦離諸惡出欲得自在離於恩愛獄智慧轉法輪正
T0001_001_9270	於恩愛獄智慧轉法輪正覺人中尊二足尊調御一
T0001_001_9280	覺人中尊二足尊調御一切縛得解智慧轉法輪教
T0001_001_9290	切縛得解智慧轉法輪教化善導師能降伏魔怨彼
T0001_001_9300	化善導師能降伏魔怨彼離於諸惡智慧轉法輪無
T0001_001_9310	離於諸惡智慧轉法輪無漏力降魔諸根定不懈盡
T0001_001_9320	漏力降魔諸根定不懈盡漏離魔縛智慧轉法輪若
T0001_001_9330	漏離魔縛智慧轉法輪若學決定法知諸法無我此
T0001_001_9340	學決定法知諸法無我此為法中上智慧轉法輪不
T0001_001_9350	為法中上智慧轉法輪不以利養故亦不求名譽愍
T0001_001_9360	以利養故亦不求名譽愍彼眾生故智慧轉法輪見
T0001_001_9370	彼眾生故智慧轉法輪見眾生苦厄老病死逼迫為
T0001_001_9380	眾生苦厄老病死逼迫為此三惡趣智慧轉法輪斷
T0001_001_9390	此三惡趣智慧轉法輪斷貪瞋恚癡拔愛之根原不
T0001_001_9400	貪瞋恚癡拔愛之根原不動而解脫智慧轉法輪難
T0001_001_9410	動而解脫智慧轉法輪難勝我已勝勝已自降伏已
T0001_001_9420	勝我已勝勝已自降伏已勝難勝魔智慧轉法輪此
T0001_001_9430	勝難勝魔智慧轉法輪此無上法輪唯佛乃能轉諸
T0001_001_9440	無上法輪唯佛乃能轉諸天魔釋梵無有能轉者親
T0001_001_9450	天魔釋梵無有能轉者親近轉法輪饒益天人眾此
T0001_001_9460	近轉法輪饒益天人眾此等天人師得度于彼岸是
T0001_001_9470	等天人師得度于彼岸是時王子提舍大臣子騫茶
T0001_001_9480	時王子提舍大臣子騫茶見法得果真實無欺成就
T0001_001_9490	見法得果真實無欺成就無畏即白毘婆尸佛言我
T0001_001_9500	無畏即白毘婆尸佛言我等欲於如來法中淨修梵
T0001_001_9510	等欲於如來法中淨修梵行佛言善來比丘吾法清
T0001_001_9520	行佛言善來比丘吾法清淨自在修行以盡苦際爾
T0001_001_9530	淨自在修行以盡苦際爾時二人即得具戒具戒未
T0001_001_9540	時二人即得具戒具戒未久如來又以三事示現一
T0001_001_9550	久如來又以三事示現一曰神足二曰觀他心三曰
T0001_001_9560	曰神足二曰觀他心三曰教誡即得無漏心解脫生
T0001_001_9570	教誡即得無漏心解脫生死無疑智爾時槃頭城內
T0001_001_9580	死無疑智爾時槃頭城內眾多人民聞二人出家學
T0001_001_9590	眾多人民聞二人出家學道法服持鉢淨修梵行皆
T0001_001_9600	道法服持鉢淨修梵行皆相謂曰其道必真乃使此
T0001_001_9610	相謂曰其道必真乃使此等捨世榮位捐棄所重時
T0001_001_9620	等捨世榮位捐棄所重時城內八萬四千人往詣鹿
T0001_001_9630	城內八萬四千人往詣鹿野苑中毘婆尸佛所頭面
T0001_001_9640	野苑中毘婆尸佛所頭面禮足却坐一面佛漸為說
T0001_001_9650	禮足却坐一面佛漸為說法示教利喜施論戒論生
T0001_001_9660	法示教利喜施論戒論生天之論欲惡不淨上漏為
T0001_001_9670	天之論欲惡不淨上漏為患讚歎出離為最微妙清
T0001_001_9680	患讚歎出離為最微妙清淨第一爾時世尊見此大
T0001_001_9690	淨第一爾時世尊見此大眾心意柔輭歡喜信樂堪
T0001_001_9700	眾心意柔輭歡喜信樂堪受正法於是即為說苦聖
T0001_001_9710	受正法於是即為說苦聖諦敷演開解分布宣釋苦
T0001_001_9720	諦敷演開解分布宣釋苦集聖諦苦滅聖諦苦出要
T0001_001_9730	集聖諦苦滅聖諦苦出要諦時八萬四千人即於座
T0001_001_9740	諦時八萬四千人即於座上遠塵離垢得法眼淨猶
T0001_001_9750	上遠塵離垢得法眼淨猶如素質易為受色見法得
T0001_001_9760	如素質易為受色見法得果真實無欺成就無畏即
T0001_001_9770	果真實無欺成就無畏即白佛言我等欲於如來法
T0001_001_9780	白佛言我等欲於如來法中淨修梵行佛言善來比
T0001_001_9790	中淨修梵行佛言善來比丘吾法清淨自在修行以
T0001_001_9800	丘吾法清淨自在修行以盡苦際時八萬四千人即
T0001_001_9810	盡苦際時八萬四千人即得具戒具戒未久世尊以
T0001_001_9820	得具戒具戒未久世尊以三事教化一曰神足二曰
T0001_001_9830	三事教化一曰神足二曰觀他心三曰教誡即得無
T0001_001_9840	觀他心三曰教誡即得無漏心解脫生死無疑智現
T0001_001_9850	漏心解脫生死無疑智現前八萬四千人聞佛於鹿
T0001_001_9860	前八萬四千人聞佛於鹿野苑中轉無上法輪沙門
T0001_001_9870	野苑中轉無上法輪沙門婆羅門諸天魔梵及餘世
T0001_001_9880	婆羅門諸天魔梵及餘世人所不能轉即詣槃頭城
T0001_001_9890	人所不能轉即詣槃頭城毘婆尸佛所頭面禮足却
T0001_001_9900	毘婆尸佛所頭面禮足却坐一面佛時頌曰如人救
T0001_001_9910	坐一面佛時頌曰如人救頭燃速疾求滅處彼人亦
T0001_001_9920	頭燃速疾求滅處彼人亦如是速詣於如來時佛為
T0001_001_9930	如是速詣於如來時佛為說法亦復如是爾時槃頭
T0001_001_9940	說法亦復如是爾時槃頭城有十六萬八千大比丘
T0001_001_9950	城有十六萬八千大比丘眾提舍比丘騫茶比丘於
T0001_001_9960	眾提舍比丘騫茶比丘於大眾中上昇虛空身出水
T0001_001_9970	大眾中上昇虛空身出水火現諸神變而為大眾說
T0001_001_9980	火現諸神變而為大眾說微妙法爾時如來默自念
T0001_001_9990	微妙法爾時如來默自念言今此城內乃有十六萬
T0001_001_10000	言今此城內乃有十六萬八千大比丘眾宜遣遊行
T0001_001_10010	八千大比丘眾宜遣遊行各二人俱在在處處至於
T0001_001_10020	各二人俱在在處處至於六年還來城內說具足戒
T0001_001_10030	六年還來城內說具足戒時首陀會天知如來心譬
T0001_001_10040	時首陀會天知如來心譬如力士屈伸臂頃從彼天
T0001_001_10050	如力士屈伸臂頃從彼天沒忽然至此於世尊前頭
T0001_001_10060	沒忽然至此於世尊前頭面禮足却住一面須臾白
T0001_001_10070	面禮足却住一面須臾白佛言如是世尊此槃頭城
T0001_001_10080	佛言如是世尊此槃頭城內比丘眾多宜各分布處
T0001_001_10090	內比丘眾多宜各分布處處遊行至於六年乃還此
T0001_001_10100	處遊行至於六年乃還此城說具足戒我當擁護令
T0001_001_10110	城說具足戒我當擁護令無伺求得其便者爾時如
T0001_001_10120	無伺求得其便者爾時如來聞此天語默然可之時
T0001_001_10130	來聞此天語默然可之時首陀會天見佛默然許可
T0001_001_10140	首陀會天見佛默然許可即禮佛足忽然不現還至
T0001_001_10150	即禮佛足忽然不現還至天上其去未久佛告諸比
T0001_001_10160	天上其去未久佛告諸比丘今此城內比丘眾多宜
T0001_001_10170	丘今此城內比丘眾多宜各分布遊行教化至六年
T0001_001_10180	各分布遊行教化至六年已還集說戒時諸比丘受
T0001_001_10190	已還集說戒時諸比丘受佛教已執持衣鉢禮佛而
T0001_001_10200	佛教已執持衣鉢禮佛而去佛時頌曰佛悉無亂眾
T0001_001_10210	去佛時頌曰佛悉無亂眾無欲無戀著威如金翅鳥
T0001_001_10220	無欲無戀著威如金翅鳥如鶴捨空池時首陀會天
T0001_001_10230	如鶴捨空池時首陀會天於一年後告諸比丘汝等
T0001_001_10240	於一年後告諸比丘汝等遊行已過一年餘有五年
T0001_001_10250	遊行已過一年餘有五年汝等當知訖六年已還城
T0001_001_10260	汝等當知訖六年已還城說戒如是至于六年天復
T0001_001_10270	說戒如是至于六年天復告言六年已滿當還說戒
T0001_001_10280	告言六年已滿當還說戒時諸比丘聞天語已攝持
T0001_001_10290	時諸比丘聞天語已攝持衣鉢還槃頭城至鹿野苑
T0001_001_10300	衣鉢還槃頭城至鹿野苑毘婆尸佛所頭面禮足却
T0001_001_10310	毘婆尸佛所頭面禮足却坐一面佛時頌曰如象善
T0001_001_10320	坐一面佛時頌曰如象善調隨意所之大眾如是隨
T0001_001_10330	調隨意所之大眾如是隨教而還爾時如來於大眾
T0001_001_10340	教而還爾時如來於大眾前上昇虛空結加趺坐講
T0001_001_10350	前上昇虛空結加趺坐講說戒經忍辱為第一佛說
T0001_001_10360	說戒經忍辱為第一佛說涅槃最不以除鬚髮害他
T0001_001_10370	涅槃最不以除鬚髮害他為沙門時首陀會天去佛
T0001_001_10380	為沙門時首陀會天去佛不遠以偈頌曰如來大智
T0001_001_10390	不遠以偈頌曰如來大智微妙獨尊止觀具足成最
T0001_001_10400	微妙獨尊止觀具足成最正覺愍群生故在世成道
T0001_001_10410	正覺愍群生故在世成道以四真諦為聲聞說苦與
T0001_001_10420	以四真諦為聲聞說苦與苦因滅苦之諦賢聖八道
T0001_001_10430	苦因滅苦之諦賢聖八道到安隱處毘婆尸佛出現
T0001_001_10440	到安隱處毘婆尸佛出現于世在大眾中如日光曜
T0001_001_10450	于世在大眾中如日光曜說此偈已忽然不現爾時
T0001_001_10460	說此偈已忽然不現爾時世尊告諸比丘我自思念
T0001_001_10470	世尊告諸比丘我自思念昔一時於羅閱城耆闍崛
T0001_001_10480	昔一時於羅閱城耆闍崛山時生是念我所生處無
T0001_001_10490	山時生是念我所生處無所不遍唯除首陀會天設
T0001_001_10500	所不遍唯除首陀會天設生彼天則不還此我時比
T0001_001_10510	生彼天則不還此我時比丘復生是念我欲至無造
T0001_001_10520	丘復生是念我欲至無造天上時我如壯士屈伸臂
T0001_001_10530	天上時我如壯士屈伸臂頃於此間沒現於彼天時
T0001_001_10540	頃於此間沒現於彼天時彼諸天見我至彼頭面作
T0001_001_10550	彼諸天見我至彼頭面作禮於一面立而白我言我
T0001_001_10560	禮於一面立而白我言我等皆是毘婆尸如來弟子
T0001_001_10570	等皆是毘婆尸如來弟子從彼佛化故來生此具說
T0001_001_10580	從彼佛化故來生此具說彼佛因緣本末又尸棄佛
T0001_001_10590	彼佛因緣本末又尸棄佛毘沙婆佛拘樓孫佛拘那
T0001_001_10600	毘沙婆佛拘樓孫佛拘那含佛迦葉佛釋迦牟尼佛
T0001_001_10610	含佛迦葉佛釋迦牟尼佛皆是我師我從受化故來
T0001_001_10620	皆是我師我從受化故來生此亦說諸佛因緣本末
T0001_001_10630	生此亦說諸佛因緣本末至生阿迦尼吒諸天亦復
T0001_001_10640	至生阿迦尼吒諸天亦復如是佛時頌曰譬如力士
T0001_001_10650	如是佛時頌曰譬如力士屈伸臂頃我以神足至無
T0001_001_10660	屈伸臂頃我以神足至無造天第七大仙降伏二魔
T0001_001_10670	造天第七大仙降伏二魔無熱無見叉手敬禮如晝
T0001_001_10680	無熱無見叉手敬禮如晝度樹釋師遠聞相好具足
T0001_001_10690	度樹釋師遠聞相好具足到善見天猶如蓮華水所
T0001_001_10700	到善見天猶如蓮華水所不著世尊無染至大善見
T0001_001_10710	不著世尊無染至大善見如日初出淨無塵翳明若
T0001_001_10720	如日初出淨無塵翳明若秋月詣一究竟此五居處
T0001_001_10730	秋月詣一究竟此五居處眾生所淨心淨故來詣無
T0001_001_10740	眾生所淨心淨故來詣無煩惱淨心而來為佛弟子
T0001_001_10750	煩惱淨心而來為佛弟子捨離染取樂於無取見法
T0001_001_10760	捨離染取樂於無取見法決定毘婆尸子淨心善來
T0001_001_10770	決定毘婆尸子淨心善來詣大仙人尸棄佛子無垢
T0001_001_10780	詣大仙人尸棄佛子無垢無為以淨心來詣離有尊
T0001_001_10790	無為以淨心來詣離有尊毘沙婆子諸根具足淨心
T0001_001_10800	毘沙婆子諸根具足淨心詣我如日照空拘樓孫子
T0001_001_10810	詣我如日照空拘樓孫子捨離諸欲淨心詣我妙光
T0001_001_10820	捨離諸欲淨心詣我妙光焰盛拘那含子無垢無為
T0001_001_10830	焰盛拘那含子無垢無為淨心詣我光如月滿迦葉
T0001_001_10840	淨心詣我光如月滿迦葉弟子諸根具足淨心詣我
T0001_001_10850	弟子諸根具足淨心詣我如北天念不亂大仙神足
T0001_001_10860	如北天念不亂大仙神足第一以堅固心為佛弟子
T0001_001_10870	第一以堅固心為佛弟子淨心而來為佛弟子禮敬
T0001_001_10880	淨心而來為佛弟子禮敬如來具啟人尊所生成道
T0001_001_10890	如來具啟人尊所生成道名姓種族知見深法成無
T0001_001_10900	名姓種族知見深法成無上道比丘靜處離于塵垢
T0001_001_10910	上道比丘靜處離于塵垢精勤不懈斷諸有結此是
T0001_001_10920	精勤不懈斷諸有結此是諸佛本末因緣釋迦如來
T0001_001_10930	諸佛本末因緣釋迦如來之所演說佛說此大因緣
T0001_001_10940	之所演說佛說此大因緣經已諸比丘聞佛所說歡
T0001_001_10950	經已諸比丘聞佛所說歡喜奉行
